id,fake
CNJ01-8-2,1.55862714373089
CNJ01-8-4-B,0.0881327062440913
CNJ01-8-5,-0.418132067984083
CNJ01-8-6,0.69968872799267
CNJ01-8-7,0.324096071528746
CNJ01-8-9,-0.128669913385094
CNJ01-8-12,1.03856240589901
CNJ01-8-13,-0.378643958299709
CNJ01-8-14,0.335221235232627
CNJ01-8-16,-0.259208517931378
CNJ01-8-17,1.04938676737067
CNJ01-8-18,-0.322328127323132
CNJ01-8-19,0.601989584033577
CNJ01-8-20-A,-0.779653381842612
CNJ01-8-21,1.61066597849009
CNJ01-8-22,0.921578460485085
CNJ01-8-23,0.560864142542945
CNJ01-8-24,3.01024385996333
CNJ01-8-25-B,1.35619838551535
CNJ01-8-26,-0.326885510388683
CNJ01-8-27,-0.681162760013314
CNJ01-8-28,1.71060118764374
CNJ01-8-30,1.63538513629077
CNJ01-8-33,0.0995235486244643
CNJ01-8-35,-0.854767988735357
CNJ01-8-37-A,1.47856158276431
CNJ01-8-38,-0.0993731821030811
CNJ01-8-39,1.47525269128101
CNJ01-8-40,-0.293130447392917
CNJ01-8-41,1.19975337947729
CNJ01-8-42,2.09465488146517
CNJ01-8-43,0.200272828840261
CNJ01-8-45,0.837086465698634
CNJ01-8-46-A,0.727227397349086
CNJ01-8-47,-0.575500921581055
CNJ01-8-48,-0.845317834302671
CNJ01-8-50,1.14537242634443
CNJ01-8-51,0.449332919154439
CNJ01-8-52,-2.06471387136508
CNJ01-8-53,-1.42816239495874
CNJ01-8-55,0.67436833455361
CNJ01-8-56,-1.76730515936778
CNJ01-8-57,-0.992770838470666
CNJ01-8-58,0.647619011379692
CNJ01-8-59,0.323399971941039
CNJ01-8-60,-0.167422701506649
CNJ01-8-61,-0.830101473064275
CNJ01-8-62,-0.105950546242812
CNJ01-8-63,-0.208883314745703
CNJ01-8-64,-1.50534613792312
CNJ01-8-66,-1.08728097301024
CNJ01-8-68,0.929381802414669
CNJ01-8-69,2.02068007158965
CNJ01-8-70,-0.0186840806775161
CNJ01-8-71,-2.46747517915033
CNJ01-8-72,-1.82388769465239
CNJ01-8-73,0.652132567942338
CNJ01-8-74,1.15361946789047
CNJ01-8-76,0.405500636804192
CNJ01-8-77,-0.71362122285521
CNJ01-8-79,0.547720400568147
CNJ01-8-81,-1.28882768574239
CNJ01-8-82,-1.54346497723
CNJ01-8-83,0.47890394924698
CNJ01-8-85,-0.562782979869252
CNJ01-8-88,0.483110744379065
CNJ01-8-91,0.0492825674218004
CNJ01-8-92,0.174804005268628
CNJ01-8-94,0.122551017611557
CNJ01-8-95,0.386795637228325
CNJ01-8-96,-1.12812585892321
CNJ01-8-97,1.03947257234138
CNJ01-8-98,0.389889673653943
CNJ01-8-104,-0.0799647426155182
CNJ01-8-105,0.902699888170164
CNJ01-8-106,-0.53587704187396
CNJ01-8-108,0.847411013140832
CNJ01-8-111,-0.961728201938342
CNJ01-8-113,0.715390600441946
CNJ01-8-114,-0.551612008892752
CNJ01-8-115,0.628064286358434
CNJ01-8-117,-0.528540558074551
CNJ01-8-120,1.66447819437696
CNJ01-8-122,-0.770550340191663
CNJ01-8-124,-0.882909345525568
CNJ01-8-125,0.721422520298683
CNJ01-8-126,0.225577544396374
CNJ01-8-127,-0.392719558437846
CNJ01-8-129,0.319016972012532
CNJ01-8-131,0.356482311946584
CNJ01-8-132,-0.607971775627644
CNJ01-8-133,-1.4250481537132
CNJ01-8-134,1.00470693168989
CNJ01-8-135,-1.09299264994555
CNJ01-8-136,0.502394755137382
CNJ01-8-138,-0.308267869296109
CNJ01-8-139,-0.748386212505075
CNJ01-8-140,-1.04731851578454
CNJ01-8-141,-1.78968826851345
CNJ01-8-142,0.511950586291619
CNJ01-8-143,-1.65154010481186
CNJ01-8-144,-0.298472522116061
CNJ01-8-145,-1.18763884704514
CNJ01-8-148,0.22689948014079
CNJ01-8-149,0.0572701754051174
CNJ01-8-150,1.70519564018312
CNJ01-8-151,0.622412784259517
CNJ01-8-152,0.299919544083855
CNJ01-8-154,-0.740432888710561
CNJ01-8-157,0.0753846826889165
CNJ01-8-158,1.28145450748665
